metric,range_min,range_max,range_width,range_category,is_canonical,pearson,spearman,kendalltau,n_runs
qua,0,1,1,standard,False,0.16807624653573985,0.3787787605730088,0.3259978785026557,1
qua,1,3,2,standard,False,0.34366279312180237,0.3449686701051057,0.3062311491451331,1
qua,1,5,4,canonical,True,0.37881583750126985,0.34715265301628406,0.3012906569923473,1
qua,1,10,9,others,False,0.33073949222896837,0.31813922540849,0.2779377879663334,1
qua,0,10,10,standard,False,0.3467315372184871,0.310343181778267,0.26983816246328485,1
qua,0,100,100,standard,False,0.414170148919673,0.365744277516958,0.3030419471757762,1
qua,0,0.5,0.5,others,False,0.051684720269393046,0.3457481266560902,0.3020412596491599,1
qua,0,2,2,others,False,0.2943751027502843,0.3076995763249045,0.2623815054700318,1
qua,0,5,5,others,False,0.38714420997905397,0.33687463626172326,0.2902811180453555,1
qua,5,10,5,others,False,0.2964244396916899,0.30006135033683956,0.2626447159183557,1
qua,20,25,5,others,False,0.26324736798848763,0.40654443068238594,0.34232102460622676,1
qua,-0.1,0.1,0.2,others,False,-0.0061443344088654185,0.24457619219175455,0.21131199064434666,1
qua,-0.5,0.5,1.0,others,False,0.21288752931545626,0.3066881781932929,0.2692770196119008,1
qua,-1,1,2,others,False,0.2651635859042728,0.3641288589851811,0.30874051468698804,1
qua,-2,2,4,others,False,0.3353612848134458,0.3286360589097203,0.2773553742318076,1
qua,-3,3,6,others,False,0.35358278886206584,0.34350218790686293,0.2975537193474549,1
qua,-4,4,8,others,False,0.3749916125221428,0.3469085222290852,0.29410096712633704,1
qua,-5,5,10,others,False,0.3669399317628931,0.3296511219723474,0.2868852272822629,1
qua,-1,3,4,others,False,0.39444518620177726,0.38011374069781984,0.33129017840971225,1
qua,0,1000,1000,others,False,0.4007726414592525,0.3674525602584939,0.3199303057980248,1
