judge,dataset,metric,range_min,range_max,spearman_rho,kendall_tau
llama31_70b,wp_a,gra,-0.5,0.5,0.463314,0.359807
llama31_70b,wp_a,gra,-1,1,0.475300,0.365323
llama31_70b,wp_a,gra,-2,2,0.452792,0.353537
llama31_70b,wp_a,gra,-3,3,0.435574,0.343261
llama31_70b,wp_a,gra,-4,4,0.463706,0.364122
llama31_70b,wp_a,gra,-5,5,0.463822,0.360965
llama31_70b,wp_a,gra,-1,3,0.450505,0.352558
llama31_70b,wp_a,gra,0,1000,0.433452,0.330804
llama31_70b,wp_a,rel,0,1,0.606761,0.485681
llama31_70b,wp_a,rel,1,3,0.562601,0.462130
llama31_70b,wp_a,rel,1,5,0.549659,0.437311
llama31_70b,wp_a,rel,1,10,0.540667,0.435538
llama31_70b,wp_a,rel,0,10,0.513457,0.406931
llama31_70b,wp_a,rel,0,100,0.596392,0.473681
llama31_70b,wp_a,rel,0,0.5,0.563832,0.447033
llama31_70b,wp_a,rel,0,2,0.551433,0.438795
llama31_70b,wp_a,rel,0,5,0.553531,0.440146
llama31_70b,wp_a,rel,5,10,0.520712,0.415496
llama31_70b,wp_a,rel,20,25,0.565960,0.460347
llama31_70b,wp_a,rel,-0.1,0.1,0.477499,0.390206
llama31_70b,wp_a,rel,-0.5,0.5,0.494331,0.397319
llama31_70b,wp_a,rel,-1,1,0.598338,0.477294
llama31_70b,wp_a,rel,-2,2,0.573120,0.454424
llama31_70b,wp_a,rel,-3,3,0.591467,0.468305
llama31_70b,wp_a,rel,-4,4,0.576311,0.462806
llama31_70b,wp_a,rel,-5,5,0.571574,0.455309
llama31_70b,wp_a,rel,-1,3,0.593432,0.463638
llama31_70b,wp_a,rel,0,1000,0.601412,0.470364
gemma3_27b,summeval,coh,0,1,0.556012,0.473768
gemma3_27b,summeval,coh,1,3,0.476277,0.412994
gemma3_27b,summeval,coh,1,5,0.559457,0.486275
gemma3_27b,summeval,coh,1,10,0.589977,0.507339
gemma3_27b,summeval,coh,0,10,0.590946,0.507565
gemma3_27b,summeval,coh,0,100,0.591274,0.501634
gemma3_27b,summeval,coh,0,0.5,0.538708,0.464074
gemma3_27b,summeval,coh,0,2,0.563748,0.471346
gemma3_27b,summeval,coh,0,5,0.560061,0.486097
gemma3_27b,summeval,coh,5,10,0.562901,0.478065
gemma3_27b,summeval,coh,20,25,0.578250,0.501340
gemma3_27b,summeval,coh,-0.1,0.1,0.491860,0.430728
gemma3_27b,summeval,coh,-0.5,0.5,0.571897,0.490127
gemma3_27b,summeval,coh,-1,1,0.590256,0.493166
gemma3_27b,summeval,coh,-2,2,0.563914,0.479120
gemma3_27b,summeval,coh,-3,3,0.550401,0.472888
gemma3_27b,summeval,coh,-4,4,0.586482,0.504440
gemma3_27b,summeval,coh,-5,5,0.601739,0.516839
gemma3_27b,summeval,coh,-1,3,0.541979,0.465074
gemma3_27b,summeval,coh,0,1000,0.567158,0.479436
gemma3_27b,summeval,con,0,1,0.643850,0.618281
gemma3_27b,summeval,con,1,3,0.646233,0.626290
gemma3_27b,summeval,con,1,5,0.630498,0.607741
gemma3_27b,summeval,con,1,10,0.548183,0.515749
gemma3_27b,summeval,con,0,10,0.589273,0.556729
gemma3_27b,summeval,con,0,100,0.581892,0.545018
gemma3_27b,summeval,con,0,0.5,0.634813,0.608322
gemma3_27b,summeval,con,0,2,0.648630,0.624740
gemma3_27b,summeval,con,0,5,0.643145,0.620051
gemma3_27b,summeval,con,5,10,0.514611,0.475008
gemma3_27b,summeval,con,20,25,0.566627,0.537344
gemma3_27b,summeval,con,-0.1,0.1,0.572112,0.541309
gemma3_27b,summeval,con,-0.5,0.5,0.640410,0.610661
gemma3_27b,summeval,con,-1,1,0.653991,0.626606
gemma3_27b,summeval,con,-2,2,0.657613,0.632550
gemma3_27b,summeval,con,-3,3,0.648190,0.622927
gemma3_27b,summeval,con,-4,4,0.642988,0.618195
gemma3_27b,summeval,con,-5,5,0.641716,0.615788
gemma3_27b,summeval,con,-1,3,0.639609,0.615435
gemma3_27b,summeval,con,0,1000,0.527238,0.498352
gemma3_27b,summeval,flu,0,1,0.400882,0.363242
gemma3_27b,summeval,flu,1,3,0.331787,0.316227
gemma3_27b,summeval,flu,1,5,0.367272,0.336196
gemma3_27b,summeval,flu,1,10,0.364291,0.340686
gemma3_27b,summeval,flu,0,10,0.368874,0.341582
gemma3_27b,summeval,flu,0,100,0.374737,0.347999
gemma3_27b,summeval,flu,0,0.5,0.380903,0.362188
gemma3_27b,summeval,flu,0,2,0.399860,0.362788
gemma3_27b,summeval,flu,0,5,0.369518,0.335062
gemma3_27b,summeval,flu,5,10,0.316685,0.292082
gemma3_27b,summeval,flu,20,25,0.370194,0.349461
gemma3_27b,summeval,flu,-0.1,0.1,0.302130,0.288421
gemma3_27b,summeval,flu,-0.5,0.5,0.397890,0.367193
gemma3_27b,summeval,flu,-1,1,0.396732,0.360622
gemma3_27b,summeval,flu,-2,2,0.356052,0.331420
gemma3_27b,summeval,flu,-3,3,0.383179,0.344610
gemma3_27b,summeval,flu,-4,4,0.355958,0.325478
gemma3_27b,summeval,flu,-5,5,0.377169,0.339898
gemma3_27b,summeval,flu,-1,3,0.356133,0.338147
gemma3_27b,summeval,flu,0,1000,0.362492,0.332472
gemma3_27b,summeval,rel,0,1,0.520037,0.443605
gemma3_27b,summeval,rel,1,3,0.507271,0.443748
gemma3_27b,summeval,rel,1,5,0.479432,0.418842
gemma3_27b,summeval,rel,1,10,0.507445,0.440478
gemma3_27b,summeval,rel,0,10,0.511119,0.442674
gemma3_27b,summeval,rel,0,100,0.523358,0.444262
gemma3_27b,summeval,rel,0,0.5,0.515828,0.444845
gemma3_27b,summeval,rel,0,2,0.533008,0.455461
gemma3_27b,summeval,rel,0,5,0.473909,0.411956
gemma3_27b,summeval,rel,5,10,0.522441,0.448439
gemma3_27b,summeval,rel,20,25,0.505492,0.445147
gemma3_27b,summeval,rel,-0.1,0.1,0.431542,0.381186
gemma3_27b,summeval,rel,-0.5,0.5,0.488810,0.428923
gemma3_27b,summeval,rel,-1,1,0.507129,0.434033
gemma3_27b,summeval,rel,-2,2,0.532635,0.456884
gemma3_27b,summeval,rel,-3,3,0.496630,0.432641
gemma3_27b,summeval,rel,-4,4,0.485409,0.423894
gemma3_27b,summeval,rel,-5,5,0.479262,0.416430
gemma3_27b,summeval,rel,-1,3,0.504321,0.440520
gemma3_27b,summeval,rel,0,1000,0.515529,0.441439
gemma3_27b,newsroom,coh,0,1,0.597849,0.531862
gemma3_27b,newsroom,coh,1,3,0.537764,0.481666
gemma3_27b,newsroom,coh,1,5,0.514202,0.459291
gemma3_27b,newsroom,coh,1,10,0.605060,0.538850
gemma3_27b,newsroom,coh,0,10,0.569449,0.505236
gemma3_27b,newsroom,coh,0,100,0.552305,0.487434
gemma3_27b,newsroom,coh,0,0.5,0.583535,0.517327
gemma3_27b,newsroom,coh,0,2,0.575760,0.507318
gemma3_27b,newsroom,coh,0,5,0.539597,0.481555
gemma3_27b,newsroom,coh,5,10,0.506026,0.453659
gemma3_27b,newsroom,coh,20,25,0.445186,0.381400
gemma3_27b,newsroom,coh,-0.1,0.1,0.600847,0.537388
gemma3_27b,newsroom,coh,-0.5,0.5,0.601291,0.530756
gemma3_27b,newsroom,coh,-1,1,0.564865,0.495775
gemma3_27b,newsroom,coh,-2,2,0.613348,0.537982
gemma3_27b,newsroom,coh,-3,3,0.593308,0.523896
gemma3_27b,newsroom,coh,-4,4,0.612969,0.548185
gemma3_27b,newsroom,coh,-5,5,0.576857,0.513605
gemma3_27b,newsroom,coh,-1,3,0.609110,0.548182
gemma3_27b,newsroom,coh,0,1000,0.564524,0.496526
gemma3_27b,newsroom,flu,0,1,0.580545,0.501188
gemma3_27b,newsroom,flu,1,3,0.635380,0.559462
gemma3_27b,newsroom,flu,1,5,0.552063,0.488861
gemma3_27b,newsroom,flu,1,10,0.497143,0.431300
gemma3_27b,newsroom,flu,0,10,0.508064,0.437907
gemma3_27b,newsroom,flu,0,100,0.534387,0.457923
gemma3_27b,newsroom,flu,0,0.5,0.551245,0.485106
gemma3_27b,newsroom,flu,0,2,0.592213,0.506908
gemma3_27b,newsroom,flu,0,5,0.601704,0.524769
gemma3_27b,newsroom,flu,5,10,0.549506,0.490799
gemma3_27b,newsroom,flu,20,25,0.463425,0.393538
gemma3_27b,newsroom,flu,-0.1,0.1,0.641691,0.564380
gemma3_27b,newsroom,flu,-0.5,0.5,0.608879,0.534462
gemma3_27b,newsroom,flu,-1,1,0.585794,0.513255
gemma3_27b,newsroom,flu,-2,2,0.566164,0.484876
gemma3_27b,newsroom,flu,-3,3,0.524649,0.448247
gemma3_27b,newsroom,flu,-4,4,0.520241,0.461481
gemma3_27b,newsroom,flu,-5,5,0.490425,0.419596
gemma3_27b,newsroom,flu,-1,3,0.638733,0.563109
gemma3_27b,newsroom,flu,0,1000,0.464693,0.391037
gemma3_27b,newsroom,inf,0,1,0.575738,0.496033
gemma3_27b,newsroom,inf,1,3,0.481811,0.427583
gemma3_27b,newsroom,inf,1,5,0.496926,0.434567
gemma3_27b,newsroom,inf,1,10,0.556631,0.473662
gemma3_27b,newsroom,inf,0,10,0.560545,0.480113
gemma3_27b,newsroom,inf,0,100,0.542351,0.463287
gemma3_27b,newsroom,inf,0,0.5,0.557223,0.485089
gemma3_27b,newsroom,inf,0,2,0.597481,0.522898
gemma3_27b,newsroom,inf,0,5,0.539570,0.471370
gemma3_27b,newsroom,inf,5,10,0.533915,0.463132
gemma3_27b,newsroom,inf,20,25,0.526991,0.456157
gemma3_27b,newsroom,inf,-0.1,0.1,0.478407,0.418979
gemma3_27b,newsroom,inf,-0.5,0.5,0.482756,0.426259
gemma3_27b,newsroom,inf,-1,1,0.539099,0.462101
gemma3_27b,newsroom,inf,-2,2,0.530238,0.457606
gemma3_27b,newsroom,inf,-3,3,0.517649,0.448172
gemma3_27b,newsroom,inf,-4,4,0.531809,0.458550
gemma3_27b,newsroom,inf,-5,5,0.538427,0.464014
gemma3_27b,newsroom,inf,-1,3,0.538997,0.467701
gemma3_27b,newsroom,inf,0,1000,0.552563,0.472112
gemma3_27b,newsroom,rel,0,1,0.535534,0.458121
gemma3_27b,newsroom,rel,1,3,0.455036,0.405118
gemma3_27b,newsroom,rel,1,5,0.525303,0.468454
gemma3_27b,newsroom,rel,1,10,0.551896,0.483933
gemma3_27b,newsroom,rel,0,10,0.563243,0.490223
gemma3_27b,newsroom,rel,0,100,0.534612,0.461541
gemma3_27b,newsroom,rel,0,0.5,0.573961,0.505202
gemma3_27b,newsroom,rel,0,2,0.567276,0.498805
gemma3_27b,newsroom,rel,0,5,0.532268,0.473117
gemma3_27b,newsroom,rel,5,10,0.511872,0.450629
gemma3_27b,newsroom,rel,20,25,0.489469,0.426436
gemma3_27b,newsroom,rel,-0.1,0.1,0.549352,0.491621
gemma3_27b,newsroom,rel,-0.5,0.5,0.552296,0.482687
gemma3_27b,newsroom,rel,-1,1,0.540350,0.459622
gemma3_27b,newsroom,rel,-2,2,0.556269,0.486848
gemma3_27b,newsroom,rel,-3,3,0.587557,0.512195
gemma3_27b,newsroom,rel,-4,4,0.556642,0.484783
gemma3_27b,newsroom,rel,-5,5,0.517168,0.448701
gemma3_27b,newsroom,rel,-1,3,0.556878,0.488085
gemma3_27b,newsroom,rel,0,1000,0.538950,0.472085
gemma3_27b,tc,coh,0,1,0.551484,0.485009
gemma3_27b,tc,coh,1,3,0.525456,0.488044
gemma3_27b,tc,coh,1,5,0.527612,0.482483
gemma3_27b,tc,coh,1,10,0.536895,0.474334
gemma3_27b,tc,coh,0,10,0.525430,0.465098
gemma3_27b,tc,coh,0,100,0.537253,0.471237
gemma3_27b,tc,coh,0,0.5,0.541370,0.485184
gemma3_27b,tc,coh,0,2,0.551891,0.496949
gemma3_27b,tc,coh,0,5,0.555129,0.500900
gemma3_27b,tc,coh,5,10,0.563995,0.517575
gemma3_27b,tc,coh,20,25,0.519657,0.470788
gemma3_27b,tc,coh,-0.1,0.1,0.522487,0.483532
gemma3_27b,tc,coh,-0.5,0.5,0.512948,0.461569
gemma3_27b,tc,coh,-1,1,0.535559,0.481338
gemma3_27b,tc,coh,-2,2,0.505356,0.460339
gemma3_27b,tc,coh,-3,3,0.504740,0.463128
gemma3_27b,tc,coh,-4,4,0.540284,0.500715
gemma3_27b,tc,coh,-5,5,0.553416,0.501431
gemma3_27b,tc,coh,-1,3,0.515230,0.466215
gemma3_27b,tc,coh,0,1000,0.547379,0.489626
gemma3_27b,tc,eng,0,1,0.724564,0.659863
gemma3_27b,tc,eng,1,3,0.606767,0.556886
gemma3_27b,tc,eng,1,5,0.669142,0.610250
gemma3_27b,tc,eng,1,10,0.688442,0.615870
gemma3_27b,tc,eng,0,10,0.696577,0.622519
gemma3_27b,tc,eng,0,100,0.701831,0.620256
gemma3_27b,tc,eng,0,0.5,0.699723,0.632710
gemma3_27b,tc,eng,0,2,0.685504,0.616866
gemma3_27b,tc,eng,0,5,0.662550,0.604976
gemma3_27b,tc,eng,5,10,0.670284,0.620572
gemma3_27b,tc,eng,20,25,0.672828,0.608907
gemma3_27b,tc,eng,-0.1,0.1,0.659345,0.594537
gemma3_27b,tc,eng,-0.5,0.5,0.680238,0.611385
gemma3_27b,tc,eng,-1,1,0.683050,0.611277
gemma3_27b,tc,eng,-2,2,0.689251,0.624276
gemma3_27b,tc,eng,-3,3,0.665387,0.594848
gemma3_27b,tc,eng,-4,4,0.665220,0.595131
gemma3_27b,tc,eng,-5,5,0.660833,0.585207
gemma3_27b,tc,eng,-1,3,0.644323,0.580549
gemma3_27b,tc,eng,0,1000,0.713241,0.641232
gemma3_27b,tc,gro,0,1,0.682226,0.629156
gemma3_27b,tc,gro,1,3,0.688716,0.657999
gemma3_27b,tc,gro,1,5,0.660184,0.611801
gemma3_27b,tc,gro,1,10,0.691011,0.636184
gemma3_27b,tc,gro,0,10,0.646589,0.594185
gemma3_27b,tc,gro,0,100,0.659613,0.601729
gemma3_27b,tc,gro,0,0.5,0.700011,0.655776
gemma3_27b,tc,gro,0,2,0.683750,0.638971
gemma3_27b,tc,gro,0,5,0.664083,0.612533
gemma3_27b,tc,gro,5,10,0.671153,0.626400
gemma3_27b,tc,gro,20,25,0.651721,0.606424
gemma3_27b,tc,gro,-0.1,0.1,0.655265,0.616507
gemma3_27b,tc,gro,-0.5,0.5,0.641193,0.597473
gemma3_27b,tc,gro,-1,1,0.672394,0.620295
gemma3_27b,tc,gro,-2,2,0.643014,0.598360
gemma3_27b,tc,gro,-3,3,0.643427,0.596075
gemma3_27b,tc,gro,-4,4,0.641745,0.588403
gemma3_27b,tc,gro,-5,5,0.608130,0.559441
gemma3_27b,tc,gro,-1,3,0.645112,0.600540
gemma3_27b,tc,gro,0,1000,0.683169,0.625121
gemma3_27b,tc,nat,0,1,0.641749,0.561315
gemma3_27b,tc,nat,1,3,0.592675,0.536198
gemma3_27b,tc,nat,1,5,0.614054,0.549167
gemma3_27b,tc,nat,1,10,0.619068,0.547222
gemma3_27b,tc,nat,0,10,0.611370,0.541810
gemma3_27b,tc,nat,0,100,0.612815,0.544209
gemma3_27b,tc,nat,0,0.5,0.609542,0.537523
gemma3_27b,tc,nat,0,2,0.597970,0.527853
gemma3_27b,tc,nat,0,5,0.578262,0.511027
gemma3_27b,tc,nat,5,10,0.618315,0.555696
gemma3_27b,tc,nat,20,25,0.615007,0.547411
gemma3_27b,tc,nat,-0.1,0.1,0.537840,0.488250
gemma3_27b,tc,nat,-0.5,0.5,0.572505,0.516045
gemma3_27b,tc,nat,-1,1,0.612440,0.530202
gemma3_27b,tc,nat,-2,2,0.568092,0.507213
gemma3_27b,tc,nat,-3,3,0.557832,0.493109
gemma3_27b,tc,nat,-4,4,0.556260,0.494153
gemma3_27b,tc,nat,-5,5,0.579040,0.511856
gemma3_27b,tc,nat,-1,3,0.563271,0.513064
gemma3_27b,tc,nat,0,1000,0.612667,0.533952
gemma3_27b,wp_a,coh,0,1,0.536920,0.415293
gemma3_27b,wp_a,coh,1,3,0.401713,0.328299
gemma3_27b,wp_a,coh,1,5,0.489038,0.396606
gemma3_27b,wp_a,coh,1,10,0.520954,0.406178
gemma3_27b,wp_a,coh,0,10,0.515420,0.399275
gemma3_27b,wp_a,coh,0,100,0.524562,0.410430
gemma3_27b,wp_a,coh,0,0.5,0.510582,0.407612
gemma3_27b,wp_a,coh,0,2,0.491821,0.380322
gemma3_27b,wp_a,coh,0,5,0.489302,0.390371
gemma3_27b,wp_a,coh,5,10,0.519382,0.421156
gemma3_27b,wp_a,coh,20,25,0.538304,0.433173
gemma3_27b,wp_a,coh,-0.1,0.1,0.436731,0.361427
gemma3_27b,wp_a,coh,-0.5,0.5,0.494267,0.385534
gemma3_27b,wp_a,coh,-1,1,0.476477,0.364482
gemma3_27b,wp_a,coh,-2,2,0.423112,0.338076
gemma3_27b,wp_a,coh,-3,3,0.338197,0.267948
gemma3_27b,wp_a,coh,-4,4,0.317688,0.246278
gemma3_27b,wp_a,coh,-5,5,0.394126,0.313925
gemma3_27b,wp_a,coh,-1,3,0.435607,0.346633
gemma3_27b,wp_a,coh,0,1000,0.520693,0.401603
gemma3_27b,wp_a,enj,0,1,0.430082,0.333900
gemma3_27b,wp_a,enj,1,3,0.349806,0.289654
gemma3_27b,wp_a,enj,1,5,0.432588,0.347659
gemma3_27b,wp_a,enj,1,10,0.414867,0.322568
gemma3_27b,wp_a,enj,0,10,0.407024,0.318466
gemma3_27b,wp_a,enj,0,100,0.398537,0.312731
gemma3_27b,wp_a,enj,0,0.5,0.404276,0.322948
gemma3_27b,wp_a,enj,0,2,0.410082,0.315971
gemma3_27b,wp_a,enj,0,5,0.409028,0.324049
gemma3_27b,wp_a,enj,5,10,0.407414,0.326256
gemma3_27b,wp_a,enj,20,25,0.406631,0.328681
gemma3_27b,wp_a,enj,-0.1,0.1,0.408231,0.321963
gemma3_27b,wp_a,enj,-0.5,0.5,0.389588,0.299087
gemma3_27b,wp_a,enj,-1,1,0.397242,0.300669
gemma3_27b,wp_a,enj,-2,2,0.374005,0.287201
gemma3_27b,wp_a,enj,-3,3,0.381981,0.290877
gemma3_27b,wp_a,enj,-4,4,0.384087,0.294374
gemma3_27b,wp_a,enj,-5,5,0.439517,0.343500
gemma3_27b,wp_a,enj,-1,3,0.419181,0.335457
gemma3_27b,wp_a,enj,0,1000,0.384566,0.300076
gemma3_27b,wp_a,gra,0,1,0.341172,0.268306
gemma3_27b,wp_a,gra,1,3,0.342478,0.284288
gemma3_27b,wp_a,gra,1,5,0.342982,0.271525
gemma3_27b,wp_a,gra,1,10,0.359390,0.283499
gemma3_27b,wp_a,gra,0,10,0.367703,0.288890
gemma3_27b,wp_a,gra,0,100,0.355019,0.281127
gemma3_27b,wp_a,gra,0,0.5,0.339300,0.277249
gemma3_27b,wp_a,gra,0,2,0.365074,0.285712
gemma3_27b,wp_a,gra,0,5,0.360165,0.283828
gemma3_27b,wp_a,gra,5,10,0.351376,0.280341
gemma3_27b,wp_a,gra,20,25,0.370132,0.300843
gemma3_27b,wp_a,gra,-0.1,0.1,0.319844,0.271050
gemma3_27b,wp_a,gra,-0.5,0.5,0.287979,0.228177
gemma3_27b,wp_a,gra,-1,1,0.334154,0.256660
gemma3_27b,wp_a,gra,-2,2,0.291222,0.230215
gemma3_27b,wp_a,gra,-3,3,0.262938,0.207399
gemma3_27b,wp_a,gra,-4,4,0.328155,0.259347
gemma3_27b,wp_a,gra,-5,5,0.360830,0.289778
gemma3_27b,wp_a,gra,-1,3,0.311083,0.252103
gemma3_27b,wp_a,gra,0,1000,0.366368,0.286218
gemma3_27b,wp_a,rel,0,1,0.690211,0.545983
gemma3_27b,wp_a,rel,1,3,0.564294,0.467068
gemma3_27b,wp_a,rel,1,5,0.614031,0.497590
gemma3_27b,wp_a,rel,1,10,0.608695,0.480710
gemma3_27b,wp_a,rel,0,10,0.618279,0.486860
gemma3_27b,wp_a,rel,0,100,0.623048,0.485461
gemma3_27b,wp_a,rel,0,0.5,0.670404,0.538076
gemma3_27b,wp_a,rel,0,2,0.652096,0.521479
gemma3_27b,wp_a,rel,0,5,0.619854,0.494773
gemma3_27b,wp_a,rel,5,10,0.618862,0.504939
gemma3_27b,wp_a,rel,20,25,0.590818,0.467829
gemma3_27b,wp_a,rel,-0.1,0.1,0.558864,0.450790
gemma3_27b,wp_a,rel,-0.5,0.5,0.606747,0.479585
gemma3_27b,wp_a,rel,-1,1,0.609740,0.479366
gemma3_27b,wp_a,rel,-2,2,0.577712,0.475058
gemma3_27b,wp_a,rel,-3,3,0.584369,0.471868
gemma3_27b,wp_a,rel,-4,4,0.600711,0.488268
gemma3_27b,wp_a,rel,-5,5,0.629263,0.496829
gemma3_27b,wp_a,rel,-1,3,0.604888,0.485901
gemma3_27b,wp_a,rel,0,1000,0.621920,0.482647
gemma2_9b,summeval,coh,0,1,0.607015,0.510598
gemma2_9b,summeval,coh,1,3,0.581327,0.500693
gemma2_9b,summeval,coh,1,5,0.623041,0.537568
gemma2_9b,summeval,coh,1,10,0.622232,0.526866
gemma2_9b,summeval,coh,0,10,0.624735,0.526970
gemma2_9b,summeval,coh,0,100,0.619063,0.519883
gemma2_9b,summeval,coh,0,0.5,0.584728,0.506989
gemma2_9b,summeval,coh,0,2,0.594736,0.498261
gemma2_9b,summeval,coh,0,5,0.635227,0.532399
gemma2_9b,summeval,coh,5,10,0.623932,0.529742
gemma2_9b,summeval,coh,20,25,0.584774,0.503175
gemma2_9b,summeval,coh,-0.1,0.1,0.574422,0.495590
gemma2_9b,summeval,coh,-0.5,0.5,0.620067,0.529585
gemma2_9b,summeval,coh,-1,1,0.599240,0.495973
gemma2_9b,summeval,coh,-2,2,0.591251,0.502669
gemma2_9b,summeval,coh,-3,3,0.609738,0.515854
gemma2_9b,summeval,coh,-4,4,0.612074,0.513581
gemma2_9b,summeval,coh,-5,5,0.604040,0.510054
gemma2_9b,summeval,coh,-1,3,0.613496,0.517829
gemma2_9b,summeval,coh,0,1000,0.610205,0.506078
gemma2_9b,summeval,con,0,1,0.472224,0.423389
gemma2_9b,summeval,con,1,3,0.464067,0.421325
gemma2_9b,summeval,con,1,5,0.481027,0.441219
gemma2_9b,summeval,con,1,10,0.472024,0.426196
gemma2_9b,summeval,con,0,10,0.470593,0.420549
gemma2_9b,summeval,con,0,100,0.464991,0.419864
gemma2_9b,summeval,con,0,0.5,0.470358,0.433634
gemma2_9b,summeval,con,0,2,0.465932,0.415995
gemma2_9b,summeval,con,0,5,0.479133,0.427561
gemma2_9b,summeval,con,5,10,0.471678,0.424674
gemma2_9b,summeval,con,20,25,0.460054,0.417900
gemma2_9b,summeval,con,-0.1,0.1,0.470157,0.426755
gemma2_9b,summeval,con,-0.5,0.5,0.484382,0.439915
gemma2_9b,summeval,con,-1,1,0.491296,0.444966
gemma2_9b,summeval,con,-2,2,0.461336,0.416445
gemma2_9b,summeval,con,-3,3,0.490961,0.448977
gemma2_9b,summeval,con,-4,4,0.483076,0.443576
gemma2_9b,summeval,con,-5,5,0.476278,0.431970
gemma2_9b,summeval,con,-1,3,0.493008,0.448872
gemma2_9b,summeval,con,0,1000,0.465557,0.415852
gemma2_9b,summeval,flu,0,1,0.400411,0.360260
gemma2_9b,summeval,flu,1,3,0.372183,0.340605
gemma2_9b,summeval,flu,1,5,0.363253,0.330279
gemma2_9b,summeval,flu,1,10,0.366464,0.330950
gemma2_9b,summeval,flu,0,10,0.386738,0.347306
gemma2_9b,summeval,flu,0,100,0.395822,0.351015
gemma2_9b,summeval,flu,0,0.5,0.343271,0.323330
gemma2_9b,summeval,flu,0,2,0.350666,0.320255
gemma2_9b,summeval,flu,0,5,0.371726,0.329450
gemma2_9b,summeval,flu,5,10,0.360169,0.321540
gemma2_9b,summeval,flu,20,25,0.322768,0.295238
gemma2_9b,summeval,flu,-0.1,0.1,0.259598,0.238194
gemma2_9b,summeval,flu,-0.5,0.5,0.292276,0.270234
gemma2_9b,summeval,flu,-1,1,0.339891,0.308040
gemma2_9b,summeval,flu,-2,2,0.234235,0.216808
gemma2_9b,summeval,flu,-3,3,0.277037,0.259076
gemma2_9b,summeval,flu,-4,4,0.192905,0.177712
gemma2_9b,summeval,flu,-5,5,0.194404,0.183002
gemma2_9b,summeval,flu,-1,3,0.113282,0.095629
gemma2_9b,summeval,flu,0,1000,0.370452,0.327446
gemma2_9b,summeval,rel,0,1,0.544636,0.457458
gemma2_9b,summeval,rel,1,3,0.538378,0.461840
gemma2_9b,summeval,rel,1,5,0.539189,0.465090
gemma2_9b,summeval,rel,1,10,0.542614,0.459340
gemma2_9b,summeval,rel,0,10,0.544439,0.459934
gemma2_9b,summeval,rel,0,100,0.540539,0.457154
gemma2_9b,summeval,rel,0,0.5,0.546505,0.476594
gemma2_9b,summeval,rel,0,2,0.551336,0.457799
gemma2_9b,summeval,rel,0,5,0.544936,0.455570
gemma2_9b,summeval,rel,5,10,0.531421,0.453294
gemma2_9b,summeval,rel,20,25,0.534816,0.461705
gemma2_9b,summeval,rel,-0.1,0.1,0.506741,0.438544
gemma2_9b,summeval,rel,-0.5,0.5,0.529717,0.448638
gemma2_9b,summeval,rel,-1,1,0.538131,0.448091
gemma2_9b,summeval,rel,-2,2,0.524092,0.442996
gemma2_9b,summeval,rel,-3,3,0.514553,0.436501
gemma2_9b,summeval,rel,-4,4,0.517568,0.439959
gemma2_9b,summeval,rel,-5,5,0.520070,0.439354
gemma2_9b,summeval,rel,-1,3,0.518852,0.439230
gemma2_9b,summeval,rel,0,1000,0.551838,0.461829
gemma2_9b,newsroom,coh,0,1,0.581231,0.517045
gemma2_9b,newsroom,coh,1,3,0.469993,0.417959
gemma2_9b,newsroom,coh,1,5,0.467178,0.412721
gemma2_9b,newsroom,coh,1,10,0.518384,0.452633
gemma2_9b,newsroom,coh,0,10,0.561784,0.494799
gemma2_9b,newsroom,coh,0,100,0.567746,0.495887
gemma2_9b,newsroom,coh,0,0.5,0.559930,0.502312
gemma2_9b,newsroom,coh,0,2,0.540698,0.475774
gemma2_9b,newsroom,coh,0,5,0.546621,0.484273
gemma2_9b,newsroom,coh,5,10,0.555084,0.485769
gemma2_9b,newsroom,coh,20,25,0.337816,0.269011
gemma2_9b,newsroom,coh,-0.1,0.1,0.508923,0.452229
gemma2_9b,newsroom,coh,-0.5,0.5,0.540925,0.478434
gemma2_9b,newsroom,coh,-1,1,0.536516,0.471791
gemma2_9b,newsroom,coh,-2,2,0.516487,0.459022
gemma2_9b,newsroom,coh,-3,3,0.556398,0.487787
gemma2_9b,newsroom,coh,-4,4,0.554189,0.488858
gemma2_9b,newsroom,coh,-5,5,0.551827,0.491502
gemma2_9b,newsroom,coh,-1,3,0.471052,0.414850
gemma2_9b,newsroom,coh,0,1000,0.560047,0.494442
gemma2_9b,newsroom,flu,0,1,0.577523,0.499296
gemma2_9b,newsroom,flu,1,3,0.540621,0.483187
gemma2_9b,newsroom,flu,1,5,0.579339,0.513291
gemma2_9b,newsroom,flu,1,10,0.577276,0.498544
gemma2_9b,newsroom,flu,0,10,0.592334,0.521407
gemma2_9b,newsroom,flu,0,100,0.590683,0.510019
gemma2_9b,newsroom,flu,0,0.5,0.549845,0.486181
gemma2_9b,newsroom,flu,0,2,0.568068,0.490764
gemma2_9b,newsroom,flu,0,5,0.588771,0.512998
gemma2_9b,newsroom,flu,5,10,0.611115,0.531306
gemma2_9b,newsroom,flu,20,25,0.446419,0.396760
gemma2_9b,newsroom,flu,-0.1,0.1,0.365920,0.314377
gemma2_9b,newsroom,flu,-0.5,0.5,0.588956,0.530886
gemma2_9b,newsroom,flu,-1,1,0.543541,0.484337
gemma2_9b,newsroom,flu,-2,2,0.400739,0.357898
