model,dataset,metric,rmin,rmax,is_canon,pearson,spearman,kendalltau,n_corr
llama31_70b,tc,gro,1,5,False,0.607261,0.600395,0.566717,44
llama31_70b,tc,gro,0,10,False,0.59371,0.601874,0.568039,44
llama31_70b,tc,gro,0,100,False,0.612766,0.60016,0.576737,41
llama31_70b,tc,nat,0,1,False,0.567517,0.555427,0.482726,48
llama31_70b,tc,nat,1,3,True,0.600495,0.614762,0.544639,46
llama31_70b,tc,nat,1,5,False,0.606542,0.601163,0.526721,47
llama31_70b,tc,nat,0,10,False,0.587144,0.577748,0.509568,48
llama31_70b,tc,nat,0,100,False,0.607264,0.575429,0.490565,48
llama31_70b,wp_a,coh,0,1,False,0.527955,0.523625,0.411282,396
llama31_70b,wp_a,coh,1,3,False,0.485871,0.522253,0.429342,395
llama31_70b,wp_a,coh,1,5,True,0.566379,0.57056,0.45061,393
llama31_70b,wp_a,coh,0,10,False,0.543939,0.550003,0.440238,393
llama31_70b,wp_a,coh,0,100,False,0.501876,0.492938,0.375796,386
llama31_70b,wp_a,enj,0,1,False,0.410181,0.431701,0.334103,389
llama31_70b,wp_a,enj,1,3,False,0.290148,0.378445,0.314373,391
llama31_70b,wp_a,enj,1,5,True,0.362066,0.387303,0.309001,392
llama31_70b,wp_a,enj,0,10,False,0.342094,0.395979,0.311947,381
llama31_70b,wp_a,enj,0,100,False,0.402044,0.428103,0.321188,377
llama31_70b,wp_a,gra,0,1,False,0.433525,0.447679,0.346172,399
llama31_70b,wp_a,gra,1,3,False,0.406516,0.430095,0.361895,399
llama31_70b,wp_a,gra,1,5,True,0.443719,0.452223,0.359139,399
llama31_70b,wp_a,gra,0,10,False,0.406588,0.437236,0.34271,399
llama31_70b,wp_a,gra,0,100,False,0.433902,0.461941,0.352569,399
llama31_70b,wp_a,rel,0,1,False,0.576392,0.606761,0.485681,396
llama31_70b,wp_a,rel,1,3,False,0.547841,0.562601,0.46213,389
llama31_70b,wp_a,rel,1,5,True,0.527559,0.549659,0.437311,394
llama31_70b,wp_a,rel,0,10,False,0.505479,0.513457,0.406931,393
llama31_70b,wp_a,rel,0,100,False,0.581042,0.596392,0.473681,383
gemini2_flash,summeval,coh,0,1,False,0.427048,0.458547,0.39096,99
gemini2_flash,summeval,coh,1,3,False,0.44115,0.496423,0.421711,99
gemini2_flash,summeval,coh,1,5,True,0.478509,0.492764,0.417769,99
gemini2_flash,summeval,coh,0,10,False,0.511701,0.503727,0.4139,99
gemini2_flash,summeval,coh,0,100,False,0.503391,0.496963,0.408719,99
gemini2_flash,summeval,con,0,1,False,0.631649,0.601448,0.575168,93
gemini2_flash,summeval,con,1,3,False,0.621473,0.616704,0.594728,90
gemini2_flash,summeval,con,1,5,True,0.682385,0.617959,0.594823,86
gemini2_flash,summeval,con,0,10,False,0.587046,0.568417,0.541367,90
gemini2_flash,summeval,con,0,100,False,0.663995,0.62142,0.59257,94
gemini2_flash,summeval,flu,0,1,False,0.434859,0.391242,0.361119,98
gemini2_flash,summeval,flu,1,3,False,0.255591,0.246809,0.227769,98
gemini2_flash,summeval,flu,1,5,True,0.352554,0.328611,0.300538,98
gemini2_flash,summeval,flu,0,10,False,0.277088,0.329496,0.293891,97
gemini2_flash,summeval,flu,0,100,False,0.398856,0.313436,0.2922,98
gemini2_flash,summeval,rel,0,1,False,0.481454,0.436665,0.375053,99
gemini2_flash,summeval,rel,1,3,False,0.456915,0.43146,0.373389,99
gemini2_flash,summeval,rel,1,5,True,0.428677,0.415773,0.357123,99
gemini2_flash,summeval,rel,0,10,False,0.459252,0.418871,0.352016,99
gemini2_flash,summeval,rel,0,100,False,0.448364,0.429532,0.363363,99
gemini2_flash,newsroom,coh,0,1,False,0.580961,0.593807,0.520655,60
gemini2_flash,newsroom,coh,1,3,False,0.375201,0.370779,0.320015,60
gemini2_flash,newsroom,coh,1,5,True,0.406178,0.404091,0.348388,60
gemini2_flash,newsroom,coh,0,10,False,0.510519,0.504082,0.428556,60
gemini2_flash,newsroom,coh,0,100,False,0.547205,0.545711,0.460439,60
gemini2_flash,newsroom,flu,0,1,False,0.265541,0.360821,0.318215,60
gemini2_flash,newsroom,flu,1,3,False,0.472302,0.489217,0.426756,60
gemini2_flash,newsroom,flu,1,5,True,0.491558,0.481393,0.413397,60
gemini2_flash,newsroom,flu,0,10,False,0.407201,0.411402,0.354514,60
gemini2_flash,newsroom,flu,0,100,False,0.399017,0.409292,0.352141,60
gemini2_flash,newsroom,inf,0,1,False,0.64507,0.501387,0.427788,60
gemini2_flash,newsroom,inf,1,3,False,0.565567,0.479755,0.412269,60
gemini2_flash,newsroom,inf,1,5,True,0.494921,0.421161,0.365431,59
gemini2_flash,newsroom,inf,0,10,False,0.602198,0.479367,0.404046,60
gemini2_flash,newsroom,inf,0,100,False,0.603972,0.453096,0.387214,60
gemini2_flash,newsroom,rel,0,1,False,0.625828,0.552617,0.470844,60
gemini2_flash,newsroom,rel,1,3,False,0.440183,0.389352,0.338453,60
gemini2_flash,newsroom,rel,1,5,True,0.409064,0.379563,0.32219,60
gemini2_flash,newsroom,rel,0,10,False,0.514955,0.459252,0.386461,60
gemini2_flash,newsroom,rel,0,100,False,0.508014,0.424977,0.351897,60
gemini2_flash,tc,coh,0,1,True,0.414511,0.434415,0.388247,45
gemini2_flash,tc,coh,1,3,False,0.476563,0.478894,0.434549,42
gemini2_flash,tc,coh,1,5,False,0.42866,0.431876,0.390879,43
gemini2_flash,tc,coh,0,10,False,0.495829,0.485774,0.420073,44
gemini2_flash,tc,coh,0,100,False,0.468556,0.467127,0.402315,48
gemini2_flash,tc,eng,0,1,False,0.685808,0.691256,0.615083,38
gemini2_flash,tc,eng,1,3,True,0.546304,0.610422,0.543455,36
gemini2_flash,tc,eng,1,5,False,0.501674,0.534121,0.474471,36
gemini2_flash,tc,eng,0,10,False,0.555854,0.590945,0.513116,37
gemini2_flash,tc,eng,0,100,False,0.639637,0.62692,0.547916,45
gemini2_flash,tc,gro,0,1,True,0.681118,0.668536,0.626234,47
gemini2_flash,tc,gro,1,3,False,0.445796,0.435543,0.410126,46
gemini2_flash,tc,gro,1,5,False,0.543708,0.52945,0.497806,47
gemini2_flash,tc,gro,0,10,False,0.565664,0.554505,0.511117,45
gemini2_flash,tc,gro,0,100,False,0.51524,0.496778,0.465245,47
gemini2_flash,tc,nat,0,1,False,0.50996,0.499339,0.433932,33
gemini2_flash,tc,nat,1,3,True,0.425755,0.440431,0.387574,36
gemini2_flash,tc,nat,1,5,False,0.524269,0.548572,0.479501,36
gemini2_flash,tc,nat,0,10,False,0.49402,0.496811,0.422654,36
gemini2_flash,tc,nat,0,100,False,0.488806,0.499345,0.420265,36
gemini2_flash,wp_a,coh,0,1,False,0.540371,0.550307,0.426781,366
gemini2_flash,wp_a,coh,1,3,False,0.344679,0.360951,0.272798,356
gemini2_flash,wp_a,coh,1,5,True,0.299492,0.302711,0.22218,353
gemini2_flash,wp_a,coh,0,10,False,0.508171,0.550933,0.407637,344
gemini2_flash,wp_a,coh,0,100,False,0.476233,0.491138,0.362163,371
gemini2_flash,wp_a,enj,0,1,False,0.445715,0.436945,0.33164,399
gemini2_flash,wp_a,enj,1,3,False,0.388882,0.409799,0.322332,381
gemini2_flash,wp_a,enj,1,5,True,0.413407,0.426429,0.318091,395
gemini2_flash,wp_a,enj,0,10,False,0.420698,0.427684,0.315461,400
gemini2_flash,wp_a,enj,0,100,False,0.330958,0.33329,0.240865,400
gemini2_flash,wp_a,gra,0,1,False,0.230471,0.278159,0.209129,400
gemini2_flash,wp_a,gra,1,3,False,0.085857,0.117919,0.087475,400
gemini2_flash,wp_a,gra,1,5,True,0.13087,0.126211,0.093113,400
gemini2_flash,wp_a,gra,0,10,False,0.188905,0.235894,0.175679,400
gemini2_flash,wp_a,gra,0,100,False,0.260921,0.367872,0.288197,400
gemini2_flash,wp_a,rel,0,1,False,0.576623,0.575181,0.438766,400
gemini2_flash,wp_a,rel,1,3,False,0.487827,0.465081,0.34901,400
gemini2_flash,wp_a,rel,1,5,True,0.503391,0.500369,0.37656,400
gemini2_flash,wp_a,rel,0,10,False,0.510816,0.516252,0.380574,400
gemini2_flash,wp_a,rel,0,100,False,0.561482,0.549262,0.402937,400
gemini3_flash,summeval,coh,0,1,False,0.608758,0.580313,0.517587,96
gemini3_flash,summeval,coh,1,3,False,0.593493,0.570802,0.506616,96
gemini3_flash,summeval,coh,1,5,True,0.625702,0.619894,0.528124,99
gemini3_flash,summeval,coh,0,10,False,0.165008,0.243678,0.211059,99
gemini3_flash,summeval,coh,0,100,False,0.222531,0.237726,0.195552,99
gemini3_flash,summeval,con,0,1,False,0.717922,0.652883,0.636594,83
gemini3_flash,summeval,con,1,3,False,0.734535,0.679581,0.658205,90
gemini3_flash,summeval,con,1,5,True,0.704065,0.643351,0.618698,90
gemini3_flash,summeval,con,0,10,False,0.017586,0.03165,0.030683,94
gemini3_flash,summeval,con,0,100,False,0.081742,0.038191,0.034875,94
gemini3_flash,summeval,flu,0,1,False,0.403622,0.385933,0.370543,98
gemini3_flash,summeval,flu,1,3,False,0.505901,0.43905,0.420338,98
gemini3_flash,summeval,flu,1,5,True,0.537071,0.449157,0.421668,98
gemini3_flash,summeval,flu,0,10,False,0.006655,0.182082,0.163756,98
gemini3_flash,summeval,flu,0,100,False,0.04387,0.102217,0.091605,98
gemini3_flash,summeval,rel,0,1,False,0.373192,0.376402,0.335998,95
gemini3_flash,summeval,rel,1,3,False,0.512751,0.489257,0.427963,97
gemini3_flash,summeval,rel,1,5,True,0.527905,0.502445,0.428514,97
gemini3_flash,summeval,rel,0,10,False,0.185932,0.288448,0.238488,97
gemini3_flash,summeval,rel,0,100,False,0.14309,0.204505,0.165363,97
gemini3_flash,newsroom,coh,0,1,False,0.397511,0.414938,0.381415,44
gemini3_flash,newsroom,coh,1,3,False,0.49589,0.50398,0.450378,57
gemini3_flash,newsroom,coh,1,5,True,0.538191,0.543808,0.480158,60
gemini3_flash,newsroom,coh,0,10,False,0.496666,0.507039,0.425096,60
gemini3_flash,newsroom,coh,0,100,False,0.340577,0.431324,0.349865,60
gemini3_flash,newsroom,flu,0,1,False,0.204681,0.223075,0.202693,60
gemini3_flash,newsroom,flu,1,3,False,0.357875,0.381824,0.337352,60
gemini3_flash,newsroom,flu,1,5,True,0.334646,0.345931,0.293305,60
gemini3_flash,newsroom,flu,0,10,False,0.223165,0.249008,0.205984,60
gemini3_flash,newsroom,flu,0,100,False,0.123328,0.152401,0.124584,60
gemini3_flash,newsroom,inf,0,1,False,0.461186,0.417146,0.380852,60
gemini3_flash,newsroom,inf,1,3,False,0.499229,0.44403,0.397434,60
gemini3_flash,newsroom,inf,1,5,True,0.585866,0.511103,0.44149,60
gemini3_flash,newsroom,inf,0,10,False,0.297346,0.38193,0.311489,60
gemini3_flash,newsroom,inf,0,100,False,0.235375,0.353013,0.282449,60
gemini3_flash,newsroom,rel,0,1,False,0.216182,0.235415,0.21776,28
gemini3_flash,newsroom,rel,1,3,False,0.312412,0.295676,0.266262,56
gemini3_flash,newsroom,rel,1,5,True,0.528099,0.494103,0.425376,58
gemini3_flash,newsroom,rel,0,10,False,0.378252,0.362692,0.295954,59
gemini3_flash,newsroom,rel,0,100,False,0.35467,0.466515,0.379664,60
gemini3_flash,tc,coh,0,1,True,0.558922,0.551491,0.526789,48
gemini3_flash,tc,coh,1,3,False,0.61872,0.616432,0.577113,48
gemini3_flash,tc,coh,1,5,False,0.638915,0.614412,0.559272,49
gemini3_flash,tc,coh,0,10,False,0.050745,0.079724,0.069303,50
gemini3_flash,tc,coh,0,100,False,0.132185,0.184452,0.159981,49
gemini3_flash,tc,eng,0,1,False,0.451125,0.458089,0.430488,21
gemini3_flash,tc,eng,1,3,True,0.672485,0.679966,0.625134,48
gemini3_flash,tc,eng,1,5,False,0.693447,0.688978,0.603672,50
gemini3_flash,tc,eng,0,10,False,0.63574,0.61271,0.522076,50
gemini3_flash,tc,eng,0,100,False,0.394704,0.361767,0.301287,50
gemini3_flash,tc,gro,0,1,True,0.550101,0.53803,0.520376,47
gemini3_flash,tc,gro,1,3,False,0.582565,0.565332,0.533485,48
gemini3_flash,tc,gro,1,5,False,0.537919,0.502368,0.479699,49
gemini3_flash,tc,gro,0,10,False,0.307438,0.367904,0.327331,50
gemini3_flash,tc,gro,0,100,False,0.252954,0.381726,0.341273,50
gemini3_flash,tc,nat,0,1,False,0.604322,0.598352,0.557906,48
gemini3_flash,tc,nat,1,3,True,0.605046,0.599862,0.53759,50
gemini3_flash,tc,nat,1,5,False,0.623708,0.600942,0.526226,50
gemini3_flash,tc,nat,0,10,False,0.405751,0.38864,0.326165,50
gemini3_flash,tc,nat,0,100,False,0.26277,0.265504,0.21968,50
gemini3_flash,wp_a,coh,0,1,False,0.446135,0.463435,0.373509,393
gemini3_flash,wp_a,coh,1,3,False,0.583453,0.585317,0.462454,397
gemini3_flash,wp_a,coh,1,5,True,0.580293,0.590182,0.446049,400
gemini3_flash,wp_a,coh,0,10,False,0.484916,0.483014,0.343455,400
gemini3_flash,wp_a,coh,0,100,False,0.466417,0.523362,0.382389,400
gemini3_flash,wp_a,enj,0,1,False,0.039851,0.060816,0.051985,400
gemini3_flash,wp_a,enj,1,3,False,0.403521,0.422486,0.331153,400
gemini3_flash,wp_a,enj,1,5,True,0.468245,0.484355,0.360741,400
gemini3_flash,wp_a,enj,0,10,False,0.489471,0.511463,0.371082,400
gemini3_flash,wp_a,enj,0,100,False,0.475282,0.491851,0.358007,400
gemini3_flash,wp_a,gra,0,1,False,0.373272,0.373777,0.304702,395
gemini3_flash,wp_a,gra,1,3,False,0.340899,0.327028,0.269611,379
gemini3_flash,wp_a,gra,1,5,True,0.465098,0.481843,0.372778,400
gemini3_flash,wp_a,gra,0,10,False,-0.161312,-0.095352,-0.067278,400
gemini3_flash,wp_a,gra,0,100,False,0.056269,0.116193,0.085287,400
gemini3_flash,wp_a,rel,0,1,False,0.505887,0.496794,0.403162,395
gemini3_flash,wp_a,rel,1,3,False,0.531552,0.527848,0.413847,393
gemini3_flash,wp_a,rel,1,5,True,0.589811,0.596417,0.461447,400
gemini3_flash,wp_a,rel,0,10,False,0.44936,0.445838,0.323874,400
gemini3_flash,wp_a,rel,0,100,False,0.544176,0.544059,0.397618,400
gemini31_pro,summeval,coh,0,1,False,0.559826,0.535182,0.445933,99
gemini31_pro,summeval,coh,1,3,False,0.616193,0.602801,0.517491,99
gemini31_pro,summeval,coh,1,5,True,0.623715,0.622013,0.530846,99
gemini31_pro,summeval,coh,0,10,False,0.542809,0.52586,0.435122,99
gemini31_pro,summeval,coh,0,100,False,0.427354,0.424429,0.337133,99
gemini31_pro,summeval,con,0,1,False,0.436942,0.424941,0.412532,94
gemini31_pro,summeval,con,1,3,False,0.472408,0.45847,0.444694,93
gemini31_pro,summeval,con,1,5,True,0.586961,0.554107,0.535687,90
gemini31_pro,summeval,con,0,10,False,0.436003,0.43871,0.415524,92
gemini31_pro,summeval,con,0,100,False,0.350286,0.38028,0.350213,90
gemini31_pro,summeval,flu,0,1,False,0.340625,0.299723,0.274704,98
gemini31_pro,summeval,flu,1,3,False,0.5255,0.441031,0.42001,90
gemini31_pro,summeval,flu,1,5,True,0.490972,0.374699,0.342884,98
gemini31_pro,summeval,flu,0,10,False,0.285192,0.275997,0.247828,96
gemini31_pro,summeval,flu,0,100,False,0.155916,0.254937,0.22137,98
gemini31_pro,summeval,rel,0,1,False,0.276514,0.27226,0.222166,97
gemini31_pro,summeval,rel,1,3,False,0.454666,0.46014,0.394166,97
gemini31_pro,summeval,rel,1,5,True,0.550524,0.54456,0.459197,97
gemini31_pro,summeval,rel,0,10,False,0.420667,0.406353,0.327927,97
gemini31_pro,summeval,rel,0,100,False,0.327812,0.324454,0.263231,97
gemini31_pro,newsroom,coh,0,1,False,0.438609,0.473107,0.424711,51
gemini31_pro,newsroom,coh,1,3,False,0.462116,0.475201,0.429441,38
gemini31_pro,newsroom,coh,1,5,True,0.473509,0.497066,0.447014,47
gemini31_pro,newsroom,coh,0,10,False,0.425594,0.444659,0.390298,60
gemini31_pro,newsroom,coh,0,100,False,0.4931,0.529552,0.469364,59
gemini31_pro,newsroom,flu,0,1,False,0.356422,0.3458,0.30557,60
gemini31_pro,newsroom,flu,1,3,False,0.381029,0.390476,0.35311,59
gemini31_pro,newsroom,flu,1,5,True,0.408072,0.415872,0.370428,60
gemini31_pro,newsroom,flu,0,10,False,0.314038,0.356512,0.30696,60
gemini31_pro,newsroom,flu,0,100,False,0.273184,0.309116,0.260288,60
gemini31_pro,newsroom,inf,0,1,False,0.367479,0.3467,0.313352,59
gemini31_pro,newsroom,inf,1,3,False,0.399465,0.364389,0.327042,60
gemini31_pro,newsroom,inf,1,5,True,0.434999,0.396036,0.356686,60
gemini31_pro,newsroom,inf,0,10,False,0.329603,0.338116,0.288452,60
gemini31_pro,newsroom,inf,0,100,False,0.33262,0.402057,0.356206,59
gemini31_pro,newsroom,rel,0,1,False,0.288785,0.344097,0.294993,58
gemini31_pro,newsroom,rel,1,3,False,0.305721,0.331657,0.300607,34
gemini31_pro,newsroom,rel,1,5,True,0.310608,0.300713,0.268005,52
gemini31_pro,newsroom,rel,0,10,False,0.362512,0.364711,0.315166,60
gemini31_pro,newsroom,rel,0,100,False,0.336745,0.392601,0.336724,60
gemini31_pro,tc,coh,0,1,True,0.576383,0.596943,0.570466,43
gemini31_pro,tc,coh,1,3,False,0.578894,0.583015,0.54944,48
gemini31_pro,tc,coh,1,5,False,0.643084,0.642061,0.603125,50
gemini31_pro,tc,coh,0,10,False,0.464423,0.449091,0.406465,50
gemini31_pro,tc,coh,0,100,False,0.405333,0.427924,0.377287,47
gemini31_pro,tc,eng,0,1,False,0.711102,0.672153,0.613656,47
gemini31_pro,tc,eng,1,3,True,0.694385,0.681906,0.631948,46
gemini31_pro,tc,eng,1,5,False,0.616935,0.616004,0.566807,50
gemini31_pro,tc,eng,0,10,False,0.636776,0.607921,0.546696,49
gemini31_pro,tc,eng,0,100,False,0.440636,0.427073,0.363902,48
gemini31_pro,tc,gro,0,1,True,0.336535,0.338603,0.326378,38
gemini31_pro,tc,gro,1,3,False,0.406552,0.403274,0.388915,41
gemini31_pro,tc,gro,1,5,False,0.483155,0.466701,0.447709,43
gemini31_pro,tc,gro,0,10,False,0.433784,0.420001,0.391984,41
gemini31_pro,tc,gro,0,100,False,0.275111,0.301688,0.272988,44
gemini31_pro,tc,nat,0,1,False,0.459946,0.434253,0.394694,49
gemini31_pro,tc,nat,1,3,True,0.602336,0.59391,0.551995,47
gemini31_pro,tc,nat,1,5,False,0.510577,0.511611,0.46139,47
gemini31_pro,tc,nat,0,10,False,0.524316,0.520579,0.452977,49
gemini31_pro,tc,nat,0,100,False,0.454803,0.451685,0.382263,50
gemini31_pro,wp_a,coh,0,1,False,0.442189,0.407897,0.322078,364
gemini31_pro,wp_a,coh,1,3,False,0.47342,0.498147,0.418497,359
gemini31_pro,wp_a,coh,1,5,True,0.56751,0.574716,0.467733,357
gemini31_pro,wp_a,coh,0,10,False,0.531846,0.506289,0.387602,357
gemini31_pro,wp_a,coh,0,100,False,0.4639,0.472643,0.357426,335
gemini31_pro,wp_a,enj,0,1,False,0.320978,0.231103,0.182928,354
gemini31_pro,wp_a,enj,1,3,False,0.349273,0.366693,0.303212,366
gemini31_pro,wp_a,enj,1,5,True,0.400762,0.413103,0.333778,352
gemini31_pro,wp_a,enj,0,10,False,0.380398,0.339829,0.264031,349
gemini31_pro,wp_a,enj,0,100,False,0.318179,0.286653,0.219441,350
gemini31_pro,wp_a,gra,0,1,False,0.326219,0.425704,0.349549,363
gemini31_pro,wp_a,gra,1,3,False,0.32793,0.297206,0.251771,353
gemini31_pro,wp_a,gra,1,5,True,0.417216,0.395099,0.327329,366
gemini31_pro,wp_a,gra,0,10,False,0.169806,0.312771,0.25229,370
gemini31_pro,wp_a,gra,0,100,False,0.106181,0.274324,0.214305,352
gemini31_pro,wp_a,rel,0,1,False,0.325691,0.309513,0.255455,362
gemini31_pro,wp_a,rel,1,3,False,0.473334,0.474064,0.394629,357
gemini31_pro,wp_a,rel,1,5,True,0.398644,0.403922,0.325595,352
gemini31_pro,wp_a,rel,0,10,False,0.421664,0.412758,0.336848,364
gemini31_pro,wp_a,rel,0,100,False,0.39051,0.40259,0.320299,345
gpt54,summeval,coh,0,1,False,0.60229,0.619309,0.497005,99
gpt54,summeval,coh,1,3,False,0.626148,0.617939,0.515031,99
gpt54,summeval,coh,1,5,True,0.634709,0.629961,0.536095,99
gpt54,summeval,coh,0,10,False,0.597193,0.618833,0.51326,99
gpt54,summeval,coh,0,100,False,0.599845,0.628955,0.513716,99
gpt54,summeval,con,0,1,False,0.772609,0.719652,0.685319,93
gpt54,summeval,con,1,3,False,0.744192,0.697071,0.668353,92
gpt54,summeval,con,1,5,True,0.779035,0.712847,0.680875,92
gpt54,summeval,con,0,10,False,0.745556,0.684291,0.648217,94
gpt54,summeval,con,0,100,False,0.766378,0.693562,0.656709,94
gpt54,summeval,flu,0,1,False,0.350174,0.319773,0.267854,98
gpt54,summeval,flu,1,3,False,0.494912,0.402726,0.359228,98
gpt54,summeval,flu,1,5,True,0.547557,0.43197,0.389098,98
gpt54,summeval,flu,0,10,False,0.588619,0.433731,0.378744,98
gpt54,summeval,flu,0,100,False,0.613344,0.435561,0.367529,98
gpt54,summeval,rel,0,1,False,0.566711,0.53573,0.429036,97
gpt54,summeval,rel,1,3,False,0.586012,0.550946,0.462862,97
gpt54,summeval,rel,1,5,True,0.584338,0.549203,0.462512,97
gpt54,summeval,rel,0,10,False,0.591533,0.556659,0.458611,97
gpt54,summeval,rel,0,100,False,0.586971,0.556939,0.455694,97
gpt54,newsroom,coh,0,1,False,0.575142,0.594865,0.518277,60
gpt54,newsroom,coh,1,3,False,0.457475,0.4769,0.419901,59
gpt54,newsroom,coh,1,5,True,0.464781,0.483441,0.426118,59
gpt54,newsroom,coh,0,10,False,0.555446,0.584877,0.501498,60
gpt54,newsroom,coh,0,100,False,0.548407,0.575654,0.487345,60
gpt54,newsroom,flu,0,1,False,0.470194,0.424693,0.359506,60
gpt54,newsroom,flu,1,3,False,0.151301,0.191851,0.166393,60
gpt54,newsroom,flu,1,5,True,0.224363,0.274754,0.23751,60
gpt54,newsroom,flu,0,10,False,0.149669,0.135552,0.125694,60
gpt54,newsroom,flu,0,100,False,0.168324,0.170205,0.145117,60
gpt54,newsroom,inf,0,1,False,0.551489,0.522096,0.445507,59
gpt54,newsroom,inf,1,3,False,0.504877,0.483471,0.420587,59
gpt54,newsroom,inf,1,5,True,0.505486,0.489625,0.426038,59
gpt54,newsroom,inf,0,10,False,0.525583,0.521318,0.437995,59
gpt54,newsroom,inf,0,100,False,0.547061,0.557535,0.469895,59
gpt54,newsroom,rel,0,1,False,0.536353,0.508589,0.439223,59
gpt54,newsroom,rel,1,3,False,0.395017,0.411483,0.369519,27
gpt54,newsroom,rel,1,5,True,0.448279,0.445236,0.388449,58
gpt54,newsroom,rel,0,10,False,0.546973,0.551897,0.467766,60
gpt54,newsroom,rel,0,100,False,0.532542,0.531997,0.457679,60
gpt54,tc,coh,0,1,True,0.553003,0.504039,0.429409,50
gpt54,tc,coh,1,3,False,0.538501,0.546692,0.514587,49
gpt54,tc,coh,1,5,False,0.566783,0.565978,0.519518,49
gpt54,tc,coh,0,10,False,0.531395,0.501719,0.436177,50
gpt54,tc,coh,0,100,False,0.547272,0.547593,0.479611,50
gpt54,tc,eng,0,1,False,0.757136,0.733869,0.639827,50
gpt54,tc,eng,1,3,True,0.704508,0.707362,0.647421,49
gpt54,tc,eng,1,5,False,0.745012,0.739667,0.677953,49
gpt54,tc,eng,0,10,False,0.752886,0.750237,0.673652,50
gpt54,tc,eng,0,100,False,0.73394,0.697765,0.61634,50
gpt54,tc,gro,0,1,True,0.683394,0.659916,0.590984,50
gpt54,tc,gro,1,3,False,0.741265,0.717777,0.686597,48
gpt54,tc,gro,1,5,False,0.711774,0.702606,0.67172,49
gpt54,tc,gro,0,10,False,0.729193,0.693538,0.639708,49
gpt54,tc,gro,0,100,False,0.701476,0.642724,0.57292,50
gpt54,tc,nat,0,1,False,0.609825,0.607261,0.513704,50
gpt54,tc,nat,1,3,True,0.627654,0.6159,0.557806,49
gpt54,tc,nat,1,5,False,0.622402,0.5881,0.511175,50
gpt54,tc,nat,0,10,False,0.628207,0.595572,0.518981,50
gpt54,tc,nat,0,100,False,0.645534,0.61613,0.507184,50
gpt54,wp_a,coh,0,1,False,0.448178,0.427959,0.317604,397
gpt54,wp_a,coh,1,3,False,0.496652,0.494155,0.375549,395
gpt54,wp_a,coh,1,5,True,0.481725,0.474294,0.36766,392
gpt54,wp_a,coh,0,10,False,0.485396,0.496423,0.365746,389
gpt54,wp_a,coh,0,100,False,0.52806,0.526081,0.389221,399
gpt54,wp_a,enj,0,1,False,0.401138,0.396766,0.285874,400
gpt54,wp_a,enj,1,3,False,0.438667,0.426639,0.317255,399
gpt54,wp_a,enj,1,5,True,0.48251,0.487635,0.370115,394
gpt54,wp_a,enj,0,10,False,0.457027,0.460597,0.33032,392
gpt54,wp_a,enj,0,100,False,0.414922,0.419104,0.301279,395
gpt54,wp_a,gra,0,1,False,0.272606,0.314279,0.231931,400
gpt54,wp_a,gra,1,3,False,0.36668,0.364273,0.283177,400
gpt54,wp_a,gra,1,5,True,0.397184,0.408936,0.322278,400
gpt54,wp_a,gra,0,10,False,0.399491,0.447857,0.341224,400
gpt54,wp_a,gra,0,100,False,0.409623,0.436096,0.321958,400
gpt54,wp_a,rel,0,1,False,0.390758,0.378088,0.297046,399
gpt54,wp_a,rel,1,3,False,0.59889,0.630985,0.491303,397
gpt54,wp_a,rel,1,5,True,0.578719,0.60104,0.473522,398
gpt54,wp_a,rel,0,10,False,0.588225,0.615509,0.470256,399
gpt54,wp_a,rel,0,100,False,0.608683,0.660296,0.499676,399
opus47,summeval,coh,0,1,False,0.643227,0.644797,0.547805,99
opus47,summeval,coh,1,3,False,0.64495,0.649245,0.548302,99
opus47,summeval,coh,1,5,True,0.63835,0.623896,0.520783,99
opus47,summeval,coh,0,10,False,0.647684,0.647754,0.542567,99
opus47,summeval,coh,0,100,False,0.640142,0.643382,0.535119,99
opus47,summeval,con,0,1,False,0.77215,0.695335,0.661683,94
opus47,summeval,con,1,3,False,0.761764,0.692077,0.664319,94
opus47,summeval,con,1,5,True,0.726634,0.689317,0.663728,94
opus47,summeval,con,0,10,False,0.771556,0.680104,0.644715,94
opus47,summeval,con,0,100,False,0.767765,0.609262,0.560705,94
opus47,summeval,flu,0,1,False,0.622611,0.49609,0.45039,98
opus47,summeval,flu,1,3,False,0.636809,0.520101,0.477726,98
opus47,summeval,flu,1,5,True,0.60966,0.492248,0.444199,98
opus47,summeval,flu,0,10,False,0.656025,0.509281,0.45727,98
opus47,summeval,flu,0,100,False,0.6426,0.502155,0.450628,98
opus47,summeval,rel,0,1,False,0.547098,0.521257,0.446731,97
opus47,summeval,rel,1,3,False,0.523931,0.50291,0.432317,97
opus47,summeval,rel,1,5,True,0.537244,0.50905,0.438558,97
opus47,summeval,rel,0,10,False,0.556466,0.530018,0.443628,97
opus47,summeval,rel,0,100,False,0.587393,0.576756,0.485346,97
opus47,newsroom,coh,0,1,False,0.582551,0.581291,0.512575,60
opus47,newsroom,coh,1,3,False,0.565248,0.56207,0.492379,60
opus47,newsroom,coh,1,5,True,0.582447,0.573951,0.507475,60
opus47,newsroom,coh,0,10,False,0.602236,0.61071,0.535465,60
opus47,newsroom,coh,0,100,False,0.61608,0.591551,0.510562,60
opus47,newsroom,flu,0,1,False,0.588998,0.572595,0.481855,60
opus47,newsroom,flu,1,3,False,0.579592,0.586197,0.498061,60
