metric,range_min,range_max,range_width,range_category,is_canonical,pearson,spearman,kendalltau,n_runs
qua,0,1,1,standard,False,0.33905412319755457,0.4273376491911498,0.35439752563813565,1
qua,1,3,2,standard,False,0.45218990978979634,0.4223472303370223,0.3640859015468261,1
qua,1,5,4,canonical,True,0.45180787085386764,0.43376880532665596,0.37119903526897535,1
qua,1,10,9,others,False,0.47154547491434184,0.4574705454629916,0.36989330881741644,1
qua,0,10,10,standard,False,0.4737899497834692,0.45317341435564473,0.36556385771933875,1
qua,0,100,100,standard,False,0.4619159825849425,0.451798765387088,0.3655017854568309,1
qua,0,0.5,0.5,others,False,0.25619398503620694,0.38629294967954325,0.33993799630642474,1
qua,0,2,2,others,False,0.4332113766824769,0.43196012632258196,0.3748665532604906,1
qua,0,5,5,others,False,0.462242340728371,0.44805701225827144,0.371473544197836,1
qua,5,10,5,others,False,0.4580948286453964,0.4414767188701686,0.3597850754745475,1
qua,20,25,5,others,False,0.2930377794239226,0.43684716940427115,0.36042012393930384,1
qua,-0.1,0.1,0.2,others,False,0.124207436173226,0.3576991538634417,0.31992269758654124,1
qua,-0.5,0.5,1.0,others,False,0.2761115584588629,0.33124721555670344,0.2889242955622713,1
qua,-1,1,2,others,False,0.2663958985133264,0.3203584595041915,0.26468932181423593,1
qua,-2,2,4,others,False,0.32287204339285724,0.33320335578729887,0.27177630483654885,1
qua,-3,3,6,others,False,0.32277628507799305,0.3811601116468447,0.31340989909319533,1
qua,-4,4,8,others,False,0.3083536692078416,0.37164578793742775,0.2985141139747129,1
qua,-5,5,10,others,False,0.35150596621756786,0.4236647786848747,0.34313069175658695,1
qua,-1,3,4,others,False,0.3809953047802391,0.422520660944761,0.35457278206713405,1
qua,0,1000,1000,others,False,0.44906066562484814,0.44135386636430296,0.36169859594788517,1
