judge,dataset,metric,fraction,sel_spearman,canon_spearman,delta_spearman,test_oracle_regret,pick_canonical_rate,canonical_range,calib_size,n_units
gemma3_27b,tc,coh,0.2,0.5245,0.5511,-0.0266,0.0281,0.339,0_1,10,50
gemma3_27b,tc,coh,0.3,0.5245,0.5524,-0.0278,0.0314,0.407,0_1,15,50
gemma3_27b,tc,coh,0.4,0.5222,0.5516,-0.0293,0.036,0.46,0_1,20,50
gemma3_27b,tc,coh,0.5,0.5202,0.5511,-0.031,0.0414,0.512,0_1,25,50
gemma3_27b,tc,eng,0.1,0.6957,0.6067,0.089,0.0287,0.055,1_3,5,50
gemma3_27b,tc,eng,0.2,0.7041,0.607,0.0972,0.0204,0.02,1_3,10,50
gemma3_27b,tc,eng,0.3,0.7107,0.6068,0.1039,0.0148,0.004,1_3,15,50
gemma3_27b,tc,eng,0.4,0.7147,0.6074,0.1073,0.0107,0.0,1_3,20,50
gemma3_27b,tc,eng,0.5,0.7177,0.6069,0.1108,0.008,0.0,1_3,25,50
gemma3_27b,tc,gro,0.1,0.6682,0.6829,-0.0147,0.0217,0.244,0_1,5,50
gemma3_27b,tc,gro,0.2,0.6693,0.6832,-0.0139,0.0219,0.287,0_1,10,50
gemma3_27b,tc,gro,0.3,0.6706,0.6828,-0.0122,0.0208,0.275,0_1,15,50
gemma3_27b,tc,gro,0.4,0.67,0.6805,-0.0106,0.0212,0.33,0_1,20,50
gemma3_27b,tc,gro,0.5,0.671,0.6822,-0.0112,0.0233,0.315,0_1,25,50
gemma3_27b,tc,nat,0.1,0.61,0.5931,0.0169,0.032,0.197,1_3,5,50
gemma3_27b,tc,nat,0.2,0.6101,0.5928,0.0172,0.0323,0.169,1_3,10,50
gemma3_27b,tc,nat,0.3,0.6113,0.5932,0.0181,0.032,0.14,1_3,15,50
gemma3_27b,tc,nat,0.4,0.6116,0.5906,0.021,0.0298,0.09,1_3,20,50
gemma3_27b,tc,nat,0.5,0.6173,0.5929,0.0244,0.0289,0.071,1_3,25,50
gemma3_27b,wp_a,coh,0.1,0.5194,0.4897,0.0297,0.018,0.106,1_5,40,400
gemma3_27b,wp_a,coh,0.2,0.5235,0.4894,0.0341,0.0141,0.047,1_5,80,400
gemma3_27b,wp_a,coh,0.3,0.5247,0.4887,0.036,0.0124,0.022,1_5,120,400
gemma3_27b,wp_a,coh,0.4,0.5249,0.4879,0.0371,0.0125,0.012,1_5,160,400
gemma3_27b,wp_a,coh,0.5,0.527,0.488,0.039,0.0114,0.001,1_5,200,400
gemma3_27b,wp_a,enj,0.1,0.4119,0.4326,-0.0207,0.0222,0.401,1_5,40,400
gemma3_27b,wp_a,enj,0.2,0.4147,0.4325,-0.0178,0.0206,0.435,1_5,80,400
gemma3_27b,wp_a,enj,0.3,0.4177,0.433,-0.0153,0.0187,0.448,1_5,120,400
gemma3_27b,wp_a,enj,0.4,0.42,0.4329,-0.0129,0.018,0.504,1_5,160,400
gemma3_27b,wp_a,enj,0.5,0.4179,0.4304,-0.0125,0.0193,0.53,1_5,200,400
gemma3_27b,wp_a,gra,0.1,0.3467,0.3439,0.0028,0.0217,0.122,1_5,40,400
gemma3_27b,wp_a,gra,0.2,0.344,0.3424,0.0017,0.0239,0.113,1_5,80,400
gemma3_27b,wp_a,gra,0.3,0.3457,0.3441,0.0016,0.0254,0.095,1_5,120,400
gemma3_27b,wp_a,gra,0.4,0.3432,0.3424,0.0008,0.0264,0.065,1_5,160,400
gemma3_27b,wp_a,gra,0.5,0.3448,0.3431,0.0017,0.0288,0.063,1_5,200,400
gemma3_27b,wp_a,rel,0.1,0.6715,0.6144,0.0571,0.0187,0.081,1_5,40,400
gemma3_27b,wp_a,rel,0.2,0.6859,0.6134,0.0725,0.0038,0.021,1_5,80,400
gemma3_27b,wp_a,rel,0.3,0.6887,0.6136,0.075,0.0009,0.003,1_5,120,400
gemma3_27b,wp_a,rel,0.4,0.6898,0.614,0.0758,0.0,0.0,1_5,160,400
gemma3_27b,wp_a,rel,0.5,0.6906,0.6146,0.076,0.0,0.0,1_5,200,400
