judge,dataset,metric,fraction,sel_spearman,canon_spearman,delta_spearman,test_oracle_regret,pick_canonical_rate,canonical_range,calib_size,n_units
gemini3_flash,newsroom,flu,0.1,0.3551,0.3547,0.0004,0.0343,0.299,1_5,6,60
gemini3_flash,newsroom,flu,0.2,0.369,0.355,0.014,0.0204,0.266,1_5,12,60
gemini3_flash,newsroom,flu,0.3,0.3742,0.356,0.0182,0.0173,0.25,1_5,18,60
gemini3_flash,newsroom,flu,0.4,0.3774,0.3557,0.0217,0.0138,0.184,1_5,24,60
gemini3_flash,newsroom,flu,0.5,0.3789,0.3555,0.0234,0.0134,0.14,1_5,30,60
gemini3_flash,newsroom,inf,0.1,0.4782,0.5215,-0.0432,0.0432,0.613,1_5,6,60
gemini3_flash,newsroom,inf,0.2,0.4969,0.521,-0.024,0.024,0.798,1_5,12,60
gemini3_flash,newsroom,inf,0.3,0.5096,0.5217,-0.0122,0.0122,0.909,1_5,18,60
gemini3_flash,newsroom,inf,0.4,0.5179,0.5213,-0.0033,0.0033,0.976,1_5,24,60
gemini3_flash,newsroom,inf,0.5,0.5187,0.5203,-0.0016,0.0016,0.991,1_5,30,60
gemini3_flash,newsroom,rel,0.1,0.4585,0.5134,-0.0549,0.068,0.357,1_5,6,60
gemini3_flash,newsroom,rel,0.2,0.485,0.5118,-0.0268,0.0447,0.451,1_5,12,60
gemini3_flash,newsroom,rel,0.3,0.4907,0.5139,-0.0232,0.0432,0.434,1_5,18,60
gemini3_flash,newsroom,rel,0.4,0.4923,0.5145,-0.0222,0.045,0.399,1_5,24,60
gemini3_flash,newsroom,rel,0.5,0.4931,0.5129,-0.0197,0.0468,0.409,1_5,30,60
gemini3_flash,tc,coh,0.1,0.619,0.5902,0.0287,0.0177,0.18,0_1,5,50
gemini3_flash,tc,coh,0.2,0.6195,0.5901,0.0294,0.0197,0.117,0_1,10,50
gemini3_flash,tc,coh,0.3,0.6197,0.5901,0.0296,0.0216,0.071,0_1,15,50
gemini3_flash,tc,coh,0.4,0.6173,0.5904,0.0269,0.0242,0.046,0_1,20,50
gemini3_flash,tc,coh,0.5,0.6188,0.5904,0.0284,0.0275,0.021,0_1,25,50
gemini3_flash,tc,eng,0.1,0.6956,0.7058,-0.0102,0.0345,0.203,1_3,5,50
gemini3_flash,tc,eng,0.2,0.6943,0.7049,-0.0107,0.0382,0.232,1_3,10,50
gemini3_flash,tc,eng,0.3,0.6939,0.7057,-0.0118,0.043,0.192,1_3,15,50
gemini3_flash,tc,eng,0.4,0.6904,0.7057,-0.0154,0.051,0.201,1_3,20,50
gemini3_flash,tc,eng,0.5,0.6882,0.7056,-0.0174,0.0574,0.169,1_3,25,50
gemini3_flash,tc,gro,0.1,0.5464,0.5602,-0.0138,0.0386,0.312,0_1,5,50
gemini3_flash,tc,gro,0.2,0.557,0.5593,-0.0023,0.0283,0.291,0_1,10,50
gemini3_flash,tc,gro,0.3,0.5631,0.5603,0.0028,0.0228,0.251,0_1,15,50
gemini3_flash,tc,gro,0.4,0.5643,0.5594,0.0049,0.0224,0.226,0_1,20,50
gemini3_flash,tc,gro,0.5,0.5663,0.5604,0.0059,0.0224,0.182,0_1,25,50
gemini3_flash,tc,nat,0.1,0.5958,0.6137,-0.0179,0.0245,0.277,1_3,5,50
gemini3_flash,tc,nat,0.2,0.5995,0.6148,-0.0153,0.0254,0.258,1_3,10,50
gemini3_flash,tc,nat,0.3,0.5983,0.6156,-0.0173,0.0301,0.258,1_3,15,50
gemini3_flash,tc,nat,0.4,0.5935,0.6121,-0.0187,0.0353,0.318,1_3,20,50
gemini3_flash,tc,nat,0.5,0.5929,0.6151,-0.0222,0.0424,0.296,1_3,25,50
gemini3_flash,wp_a,coh,0.1,0.5415,0.5647,-0.0231,0.0234,0.414,1_5,40,400
gemini3_flash,wp_a,coh,0.2,0.5511,0.5652,-0.0141,0.0151,0.497,1_5,80,400
gemini3_flash,wp_a,coh,0.3,0.5533,0.5639,-0.0107,0.0124,0.563,1_5,120,400
gemini3_flash,wp_a,coh,0.4,0.554,0.5639,-0.0099,0.0126,0.616,1_5,160,400
gemini3_flash,wp_a,coh,0.5,0.5526,0.5633,-0.0108,0.015,0.636,1_5,200,400
gemini3_flash,wp_a,enj,0.1,0.4282,0.4212,0.007,0.0214,0.228,1_5,40,400
gemini3_flash,wp_a,enj,0.2,0.4314,0.4212,0.0102,0.0187,0.198,1_5,80,400
gemini3_flash,wp_a,enj,0.3,0.4344,0.421,0.0134,0.0153,0.153,1_5,120,400
gemini3_flash,wp_a,enj,0.4,0.4378,0.4224,0.0154,0.0134,0.106,1_5,160,400
gemini3_flash,wp_a,enj,0.5,0.4373,0.4202,0.0171,0.0128,0.07,1_5,200,400
gemini3_flash,wp_a,gra,0.1,0.374,0.4072,-0.0333,0.0333,0.681,1_5,40,400
gemini3_flash,wp_a,gra,0.2,0.3883,0.4069,-0.0187,0.0187,0.827,1_5,80,400
gemini3_flash,wp_a,gra,0.3,0.3955,0.4081,-0.0126,0.0126,0.898,1_5,120,400
gemini3_flash,wp_a,gra,0.4,0.4011,0.4063,-0.0052,0.0052,0.961,1_5,160,400
gemini3_flash,wp_a,gra,0.5,0.4035,0.4054,-0.0019,0.0021,0.988,1_5,200,400
gemini3_flash,wp_a,rel,0.1,0.5178,0.5472,-0.0294,0.0294,0.571,1_5,40,400
gemini3_flash,wp_a,rel,0.2,0.5289,0.546,-0.0172,0.0172,0.709,1_5,80,400
gemini3_flash,wp_a,rel,0.3,0.5325,0.547,-0.0145,0.0147,0.759,1_5,120,400
gemini3_flash,wp_a,rel,0.4,0.5358,0.5468,-0.011,0.0117,0.831,1_5,160,400
gemini3_flash,wp_a,rel,0.5,0.5392,0.5481,-0.0088,0.0102,0.885,1_5,200,400
